key,value,created_at,updated_at
social_links,"{""github"": ""https://github.com/syedalihax"", ""facebook"": ""https://facebook.com/syedalihax"", ""linkedin"": ""https://linkedin.com/in/syedalihax"", ""instagram"": ""https://instagram.com/syedalihax""}",2026-05-26 19:22:06.880126+00,2026-05-26 19:22:06.880126+00
